_id,ilce_adi,mahalle_adi,sulanabilir_alanda_yetistirilen_urunler
672,Selçuklu,YUKARIPINARBAŞI,"ŞEKER PANCARI, MISIR"
673,Selçuklu,KÜÇÜKMUHSİNE,"ELMA, FASULYE, KABAK, DOMATES, PATATES"
674,Selçuklu,SARICALAR,"BUĞDAY, ARPA, ŞEKER PANCARI, AYÇİÇEĞİ, YONCA"
675,Selçuklu,TÖMEK,"AYÇİÇEĞİ, YONCA"
676,Selçuklu,YÜKSELEN,"ELMA, KİRAZ, ÜZÜM, DOMATES, BİBER, PATATES"
677,Selçuklu,Mehmet Fatih,""
678,Seydişehir,KESECİK,"ARPA, ŞEKER PANCARI, DOMATES, PATATES, ÇEREZLİK KABAK"
679,Seydişehir,AKÇALAR,"ŞEKER PANCARI, FASULYE, PATATES, ÇEREZLİK KABAK"
680,Seydişehir,AŞAĞIKARAÖREN,"ŞEKER PANCARI, AYÇİÇEĞİ"
681,Seydişehir,BAŞKARAÖREN,"ŞEKER PANCARI, MISIR, AYÇİÇEĞİ"
682,Seydişehir,BOSTANDERE,"BUĞDAY, ŞEKER PANCARI, DOMATES, BİBER"
683,Seydişehir,BOYALI,"ŞEKER PANCARI, ÇEREZLİK KABAK"
684,Seydişehir,BÜKÇE,"FASULYE, PATATES"
685,Seydişehir,ÇAT,"FASULYE, DOMATES"
686,Seydişehir,ÇATMAKAYA,"ÇİLEK, FASULYE, DOMATES, PATATES"
687,Seydişehir,ÇAVUŞ,"BUĞDAY, ARPA, ELMA, ÇİLEK"
688,Seydişehir,DİKİLİTAŞ,"BUĞDAY, ÇİLEK, PATATES"
689,Seydişehir,GEVREKLİ,"ŞEKER PANCARI, PATATES, ÇEREZLİK KABAK"
690,Seydişehir,GÖKÇEHÜYÜK,"ŞEKER PANCARI, ÇEREZLİK KABAK"
691,Seydişehir,GÖKHÜYÜK,"BUĞDAY, ŞEKER PANCARI, MISIR, ÇEREZLİK KABAK"
692,Seydişehir,GÖLYÜZÜ,"ŞEKER PANCARI, FASULYE"
693,Seydişehir,IRMAKLI,"ŞEKER PANCARI, PATATES, ÇEREZLİK KABAK"
694,Seydişehir,İNCESU,ŞEKER PANCARI
695,Seydişehir,KARABULAK,"BUĞDAY, ŞEKER PANCARI"
696,Seydişehir,KARACAÖREN,"FASULYE, PATATES"
697,Seydişehir,KAVAK,"DOMATES, PATATES, SOĞAN"
698,Seydişehir,KETENLİ,"KİRAZ, VİŞNE, ÇİLEK"
699,Seydişehir,KIZILCA,"FASULYE, DOMATES"
700,Seydişehir,KOZLU,"FASULYE, DOMATES, PATATES"
701,Seydişehir,KUMLUCA,"ŞEKER PANCARI, VİŞNE, KAVUN, KARPUZ, PATATES"
702,Seydişehir,KURAN,"ŞEKER PANCARI, KAVUN, KARPUZ, PATATES"
703,Seydişehir,MADENLİ,YOK
704,Seydişehir,MESUDİYE,"ÇİLEK, DOMATES"
705,Seydişehir,MURADİYE,ŞEKER PANCARI
706,Seydişehir,OĞLAKÇI,"FASULYE, DOMATES, BİBER"
707,Seydişehir,ORTAKARAÖREN,"ŞEKER PANCARI, MISIR, ÇEREZLİK KABAK"
708,Seydişehir,SARAYCIK,"ELMA, KİRAZ, DOMATES, BİBER, PATATES"
709,Seydişehir,SUSUZ,"ŞEKER PANCARI, FASULYE, ŞEFTALİ"
710,Seydişehir,TARAŞÇI,"DOMATES, SALATALIK"
711,Seydişehir,TAŞAĞIL,"ŞEKER PANCARI, YONCA, FASULYE, PATATES"
712,Seydişehir,TEPECİK,YOK
713,Seydişehir,TOL,"ŞEKER PANCARI, DOMATES, BİBER, PATLICAN"
714,Seydişehir,UFACIK,YOK
715,Seydişehir,YAYLACIK,ÇİLEK
716,Seydişehir,YENİCE,"DOMATES, PATATES"
717,Taşkent,AFŞAR,"KİRAZ, ÜZÜM, CEVİZ"
718,Taşkent,BALCILAR,"ELMA, KİRAZ, ÇİLEK, CEVİZ"
719,Taşkent,BOLAY,"ELMA, KİRAZ, ÜZÜM, ÇİLEK, DOMATES, BİBER"
720,Taşkent,ÇETMİ,"ELMA, KİRAZ, ÇİLEK"
721,Taşkent,KECİMEN,"KİRAZ, ÜZÜM, ERİK"
722,Taşkent,KONGUL,KİRAZ
723,Taşkent,SAZAK,"KİRAZ, CEVİZ"
724,Taşkent,ILICAPINAR,"ELMA, KİRAZ, ÜZÜM, ÇİLEK, DOMATES, BİBER, PATATES"
725,Tuzlukçu,KONARI,YOK
726,Tuzlukçu,MEVLÜTLÜ,YOK
727,Tuzlukçu,KORAŞI,YOK
728,Tuzlukçu,ÇÖĞÜRLÜ,"ŞEKER PANCARI, AYÇİÇEĞİ, HAŞHAŞ"
729,Tuzlukçu,TURSUNLU,ŞEKER PANCARI
730,Tuzlukçu,KUNDULLU,YOK
731,Tuzlukçu,PAZARKAYA,YOK
732,Tuzlukçu,SUBATAN,ŞEKER PANCARI
733,Tuzlukçu,GÜRSU,ŞEKER PANCARI
734,Tuzlukçu,ERDOĞDU,"ŞEKER PANCARI, MISIR, AYÇİÇEĞİ"
735,Tuzlukçu,KÖKLÜCE,"BUĞDAY, ARPA, MISIR"
736,Yalıhüyük,SARAY,YOK
737,Yalıhüyük,ARASÖĞÜT,YOK
738,Yunak,KUZÖREN,"ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, HAŞHAŞ"
739,Yunak,KOÇYAZI,"BUĞDAY, ARPA, YONCA"
740,Yunak,TURGUT,"ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, FASULYE"
741,Yunak,PİRİBEYLİ,YOK
742,Yunak,SÜLÜKLÜ,"BUĞDAY, ARPA"
743,Yunak,ALTINÖZ,"ŞEKER PANCARI, AYÇİÇEĞİ, PATATES"
744,Yunak,AYRITEPE,YOK
745,Yunak,BEŞIŞIKLI,"BUĞDAY, KİMYON"
746,Yunak,CEBRAİL,YOK
747,Yunak,ÇAYIRBAŞI,"BUĞDAY, MISIR"
748,Yunak,EĞRİKUYU,"ŞEKER PANCARI, MISIR, HAŞHAŞ"
749,Yunak,HACIÖMEROĞLU,SOĞAN
750,Yunak,HATIRLI,"BUĞDAY, FASULYE, PATATES"
751,Yunak,HACIFAKILI,"ŞEKER PANCARI, MISIR, PATATES"
752,Yunak,HARUNLAR,YOK
753,Yunak,HURSUNLU,"ŞEKER PANCARI, FASULYE"
754,Yunak,İMAMOĞLU,"ŞEKER PANCARI, AYÇİÇEĞİ, FASULYE"
755,Yunak,KARGALI,YOK
756,Yunak,KARAYAYLA,"ŞEKER PANCARI, MISIR, AYÇİÇEĞİ"
757,Yunak,KILLAR,"ŞEKER PANCARI, MISIR, AYÇİÇEĞİ"
758,Yunak,KURTUŞAĞI,YOK
759,Yunak,KUYUBAŞI,"ŞEKER PANCARI, MISIR"
760,Yunak,MEŞELİK,YOK
761,Yunak,ODABAŞI,"BUĞDAY, ŞEKER PANCARI, MISIR, FASULYE"
762,Yunak,ORTAKIŞLA,"BUĞDAY, ARPA"
763,Yunak,ÖZYAYLA,"ŞEKER PANCARI, MISIR, AYÇİÇEĞİ"
764,Yunak,SERTLER,ŞEKER PANCARI
765,Yunak,SEVİNÇ,YOK
766,Yunak,SIRAM,YOK
767,Yunak,SİNANLI,"NOHUT, MERCİMEK, FASULYE"
768,Yunak,YAVAŞLI,"ŞEKER PANCARI, MISIR, AYÇİÇEĞİ"
769,Yunak,YEŞİLOBA,"ŞEKER PANCARI, MISIR, FASULYE, DOMATES"
770,Yunak,YEŞİLYAYLA,FASULYE
771,Yunak,YIĞAR,"MISIR, AYÇİÇEĞİ"
772,Yunak,SARAY,"ŞEKER PANCARI, MISIR, DOMATES, BİBER, PATATES"
773,"","",""
