_id,tarih,deger,birim
429,2014-02-24T00:00:00,4795,Ton
430,2014-02-25T00:00:00,6905,Ton
431,2014-02-26T00:00:00,15765,Ton
432,2014-02-27T00:00:00,9265,Ton
433,2014-02-28T00:00:00,5955,Ton
434,2014-01-03T00:00:00,7445,Ton
435,2014-02-03T00:00:00,995,Ton
436,2014-03-03T00:00:00,4960,Ton
437,2014-04-03T00:00:00,5860,Ton
438,2014-05-03T00:00:00,7975,Ton
439,2014-06-03T00:00:00,4660,Ton
440,2014-07-03T00:00:00,6675,Ton
441,2014-08-03T00:00:00,5830,Ton
442,2014-09-03T00:00:00,2030,Ton
443,2014-10-03T00:00:00,3940,Ton
444,2014-11-03T00:00:00,7615,Ton
445,2014-12-03T00:00:00,5470,Ton
446,2014-03-13T00:00:00,6165,Ton
447,2014-03-14T00:00:00,4060,Ton
448,2014-03-15T00:00:00,13630,Ton
449,2014-03-16T00:00:00,6720,Ton
450,2014-03-17T00:00:00,7350,Ton
451,2014-03-18T00:00:00,13370,Ton
452,2014-03-19T00:00:00,13320,Ton
453,2014-03-20T00:00:00,10475,Ton
454,2014-03-21T00:00:00,9360,Ton
455,2014-03-22T00:00:00,8750,Ton
456,2014-03-23T00:00:00,8405,Ton
457,2014-03-24T00:00:00,10345,Ton
458,2014-03-25T00:00:00,5125,Ton
459,2014-03-26T00:00:00,10660,Ton
460,2014-03-27T00:00:00,8765,Ton
461,2014-03-28T00:00:00,12510,Ton
462,2014-03-29T00:00:00,10675,Ton
463,2014-03-30T00:00:00,710,Ton
464,2014-03-31T00:00:00,10690,Ton
465,2014-01-04T00:00:00,7650,Ton
466,2014-02-04T00:00:00,5690,Ton
467,2014-03-04T00:00:00,8775,Ton
468,2014-04-04T00:00:00,7380,Ton
469,2014-05-04T00:00:00,4000,Ton
470,2014-06-04T00:00:00,1590,Ton
471,2014-07-04T00:00:00,6745,Ton
472,2014-08-04T00:00:00,7585,Ton
473,2014-09-04T00:00:00,12505,Ton
474,2014-10-04T00:00:00,6840,Ton
475,2014-11-04T00:00:00,2965,Ton
476,2014-12-04T00:00:00,4630,Ton
477,2014-04-13T00:00:00,300,Ton
478,2014-04-14T00:00:00,6430,Ton
479,2014-04-15T00:00:00,9815,Ton
480,2014-04-16T00:00:00,10360,Ton
481,2014-04-17T00:00:00,8225,Ton
482,2014-04-18T00:00:00,4560,Ton
483,2014-04-19T00:00:00,5220,Ton
484,2014-04-20T00:00:00,1400,Ton
485,2014-04-21T00:00:00,14390,Ton
486,2014-04-22T00:00:00,11030,Ton
487,2014-04-23T00:00:00,3875,Ton
488,2014-04-24T00:00:00,10905,Ton
489,2014-04-25T00:00:00,8320,Ton
490,2014-04-26T00:00:00,4775,Ton
491,2014-04-27T00:00:00,580,Ton
492,2014-04-28T00:00:00,8815,Ton
493,2014-04-29T00:00:00,8010,Ton
494,2014-04-30T00:00:00,8075,Ton
495,2014-01-05T00:00:00,5440,Ton
496,2014-02-05T00:00:00,10295,Ton
497,2014-03-05T00:00:00,3950,Ton
