ilce,mahalle,mahalle_turu
SELÇUKLU,SALAHATTIN,KIRSAL MAHALLE                   
SELÇUKLU,ULUMUHSINE,KIRSAL MAHALLE                   
SELÇUKLU,YAZIBELEN,KIRSAL MAHALLE                   
SEYDIŞEHIR,AKÇALAR,MAHALLE
SEYDIŞEHIR,AKTAŞ,MAHALLE
SEYDIŞEHIR,ALAYLAR BIR,MAHALLE
SEYDIŞEHIR,ALAYLAR IKI,MAHALLE
SEYDIŞEHIR,ANABAĞLAR,MAHALLE
SEYDIŞEHIR,BAHÇELIEVLER,MAHALLE
SEYDIŞEHIR,BOSTANDERE,MAHALLE
SEYDIŞEHIR,ÇAVUŞ,MAHALLE
SEYDIŞEHIR,DEĞIRMENCI,MAHALLE
SEYDIŞEHIR,GEVREKLI,MAHALLE
SEYDIŞEHIR,HACISEYITALI,MAHALLE
SEYDIŞEHIR,KARAKAVAK,MAHALLE
SEYDIŞEHIR,KESECIK,MAHALLE
SEYDIŞEHIR,KETENLI,MAHALLE
SEYDIŞEHIR,KIZILCALAR,MAHALLE
SEYDIŞEHIR,ORTAKARAÖREN,MAHALLE
SEYDIŞEHIR,PINARBAŞI,MAHALLE
SEYDIŞEHIR,SAADETLER,MAHALLE
SEYDIŞEHIR,SEYITHARUN,MAHALLE
SEYDIŞEHIR,SOFUHANE,MAHALLE
SEYDIŞEHIR,STAT,MAHALLE
SEYDIŞEHIR,TARAŞCI,MAHALLE
SEYDIŞEHIR,ULUKAPI,MAHALLE
SEYDIŞEHIR,YENICAMI,MAHALLE
SEYDIŞEHIR,AŞAĞIKARAÖREN,KIRSAL MAHALLE                   
SEYDIŞEHIR,BAŞKARAÖREN,KIRSAL MAHALLE                   
SEYDIŞEHIR,BOYALI,KIRSAL MAHALLE                   
SEYDIŞEHIR,BÜKÇE,KIRSAL MAHALLE                   
SEYDIŞEHIR,ÇAT,KIRSAL MAHALLE                   
SEYDIŞEHIR,ÇATMAKAYA,KIRSAL MAHALLE                   
SEYDIŞEHIR,DIKILITAŞ,KIRSAL MAHALLE                   
SEYDIŞEHIR,GÖKÇEHÜYÜK,KIRSAL MAHALLE                   
SEYDIŞEHIR,GÖKHÜYÜK,KIRSAL MAHALLE                   
SEYDIŞEHIR,GÖLYÜZÜ,KIRSAL MAHALLE                   
SEYDIŞEHIR,IRMAKLI,KIRSAL MAHALLE                   
SEYDIŞEHIR,INCESU,KIRSAL MAHALLE                   
SEYDIŞEHIR,KARABULAK,KIRSAL MAHALLE                   
SEYDIŞEHIR,KARACAÖREN,KIRSAL MAHALLE                   
SEYDIŞEHIR,KAVAK,KIRSAL MAHALLE                   
SEYDIŞEHIR,KIZILCA,KIRSAL MAHALLE                   
SEYDIŞEHIR,KOZLU,KIRSAL MAHALLE                   
SEYDIŞEHIR,KUMLUCA,KIRSAL MAHALLE                   
SEYDIŞEHIR,KURAN,KIRSAL MAHALLE                   
SEYDIŞEHIR,MADENLI,KIRSAL MAHALLE                   
SEYDIŞEHIR,MESUDIYE,KIRSAL MAHALLE                   
SEYDIŞEHIR,MURADIYE,KIRSAL MAHALLE                   
SEYDIŞEHIR,OĞLAKÇI,KIRSAL MAHALLE                   
SEYDIŞEHIR,SARAYCIK,KIRSAL MAHALLE                   
SEYDIŞEHIR,SUSUZ,KIRSAL MAHALLE                   
SEYDIŞEHIR,TAŞAĞIL,KIRSAL MAHALLE                   
SEYDIŞEHIR,TEPECIK,KIRSAL MAHALLE                   
SEYDIŞEHIR,TOL,KIRSAL MAHALLE                   
SEYDIŞEHIR,UFACIK,KIRSAL MAHALLE                   
SEYDIŞEHIR,YAYLACIK,KIRSAL MAHALLE                   
SEYDIŞEHIR,YENICE,KIRSAL MAHALLE                   
TAŞKENT,AFŞAR TEPECIK,MAHALLE
TAŞKENT,AFŞAR YUKARI,MAHALLE
TAŞKENT,BALCILAR ORTA,MAHALLE
TAŞKENT,BALCILAR VELILER,MAHALLE
TAŞKENT,BALCILAR YUKARI,MAHALLE
TAŞKENT,BEKTAŞ,MAHALLE
TAŞKENT,BOLAY,MAHALLE
TAŞKENT,ÇETMI CÖMEŞPINAR,MAHALLE
TAŞKENT,ÇETMI YENI,MAHALLE
TAŞKENT,HIRA,MAHALLE
TAŞKENT,ILICAPINAR,MAHALLE
TAŞKENT,ŞIHLAR,MAHALLE
TAŞKENT,KECIMEN,KIRSAL MAHALLE                   
TAŞKENT,KONGUL,KIRSAL MAHALLE                   
TAŞKENT,SAZAK,KIRSAL MAHALLE                   
TUZLUKÇU,AŞAĞI,MAHALLE
TUZLUKÇU,ORTA,MAHALLE
TUZLUKÇU,PAZAR,MAHALLE
TUZLUKÇU,YUKARI,MAHALLE
TUZLUKÇU,ÇÖĞÜRLÜ,KIRSAL MAHALLE                   
TUZLUKÇU,ERDOĞDU,KIRSAL MAHALLE                   
TUZLUKÇU,GÜRSU,KIRSAL MAHALLE                   
TUZLUKÇU,KONARI,KIRSAL MAHALLE                   
TUZLUKÇU,KORAŞI,KIRSAL MAHALLE                   
TUZLUKÇU,KÖKLÜCE,KIRSAL MAHALLE                   
TUZLUKÇU,KUNDULLU,KIRSAL MAHALLE                   
TUZLUKÇU,MEVLÜTLÜ,KIRSAL MAHALLE                   
TUZLUKÇU,PAZARKAYA,KIRSAL MAHALLE                   
TUZLUKÇU,SUBATAN,KIRSAL MAHALLE                   
TUZLUKÇU,TURSUNLU,KIRSAL MAHALLE                   
YALIHÜYÜK,AŞAĞI,MAHALLE
YALIHÜYÜK,YUKARI,MAHALLE
YALIHÜYÜK,ARASÖĞÜT,KIRSAL MAHALLE                   
YALIHÜYÜK,SARAYKÖY,KIRSAL MAHALLE                   
YUNAK,ESENTEPE,MAHALLE
YUNAK,EŞME,MAHALLE
YUNAK,FATIH,MAHALLE
YUNAK,KARATAŞ,MAHALLE
YUNAK,KOÇYAZI,MAHALLE
YUNAK,KUZÖREN,MAHALLE
YUNAK,PIRIBEYLI,MAHALLE
YUNAK,SARAY,MAHALLE
YUNAK,SELÇUK,MAHALLE
YUNAK,SÜLÜKLÜ,MAHALLE
YUNAK,TURGUT,MAHALLE
YUNAK,YENI,MAHALLE
YUNAK,ALTINÖZ,KIRSAL MAHALLE                   
YUNAK,AYRITEPE,KIRSAL MAHALLE                   
YUNAK,BEŞIŞIKLI,KIRSAL MAHALLE                   
YUNAK,BÖĞRÜDELIK,KIRSAL MAHALLE                   
YUNAK,CEBRAIL,KIRSAL MAHALLE                   
YUNAK,ÇAYIRBAŞI,KIRSAL MAHALLE                   
YUNAK,EĞRIKUYU,KIRSAL MAHALLE                   
YUNAK,HACIFAKILI,KIRSAL MAHALLE                   
YUNAK,HACIÖMEROĞLU,KIRSAL MAHALLE                   
YUNAK,HARUNLAR,KIRSAL MAHALLE                   
YUNAK,HATIRLI,KIRSAL MAHALLE                   
YUNAK,HURSUNLU,KIRSAL MAHALLE                   
YUNAK,IMAMOĞLU,KIRSAL MAHALLE                   
YUNAK,KARAYAYLA,KIRSAL MAHALLE                   
YUNAK,KARGALI,KIRSAL MAHALLE                   
YUNAK,KILLAR,KIRSAL MAHALLE                   
YUNAK,KURTUŞAĞI,KIRSAL MAHALLE                   
YUNAK,KUYUBAŞI,KIRSAL MAHALLE                   
YUNAK,MEŞELIK,KIRSAL MAHALLE                   
YUNAK,ODABAŞI,KIRSAL MAHALLE                   
YUNAK,ORTAKIŞLA,KIRSAL MAHALLE                   
YUNAK,ÖZYAYLA,KIRSAL MAHALLE                   
YUNAK,SERTLER,KIRSAL MAHALLE                   
YUNAK,SEVINÇ,KIRSAL MAHALLE                   
YUNAK,SIRAM,KIRSAL MAHALLE                   
YUNAK,SINANLI,KIRSAL MAHALLE                   
YUNAK,YAVAŞLI,KIRSAL MAHALLE                   
YUNAK,YEŞILOBA,KIRSAL MAHALLE                   
YUNAK,YEŞILYAYLA,KIRSAL MAHALLE                   
YUNAK,YIĞAR,KIRSAL MAHALLE                   
