_id,tarih,pm10_(_µg/m3_),so2_(_µg/m3_),co_(_µg/m3_),no2_(_µg/m3_),nox_(_µg/m3_)
1134,2021-02-17T05:00:56,"19,09","1,56",-,-,-
1135,2021-02-17T06:00:56,"25,69","1,55",-,-,-
1136,2021-02-17T07:00:56,"39,38","1,58",-,-,-
1137,2021-02-17T08:00:56,"20,88","-0,26",-,-,-
1138,2021-02-17T09:00:56,"44,85","0,86",-,-,-
1139,2021-02-17T10:00:56,"111,00",-,-,"11,42","12,79"
1140,2021-02-17T11:00:56,-,"2,86",-,"11,43","12,80"
1141,2021-02-17T12:00:56,"196,00","0,51",-,"11,09","12,38"
1142,2021-02-17T13:00:56,"63,13","0,76",-,"11,11","12,33"
1143,2021-02-17T14:00:56,"42,66","1,61",-,"12,13","13,41"
1144,2021-02-17T15:00:56,"19,06","3,29",-,"12,73","14,00"
1145,2021-02-17T16:00:56,"68,66","3,13",-,"16,19","17,38"
1146,2021-02-17T17:00:56,"24,16","2,39",-,"18,42","19,44"
1147,2021-02-17T18:00:56,"14,35","3,72",-,"27,27","28,74"
1148,2021-02-17T19:00:56,"17,82","3,54",-,"34,42","36,02"
1149,2021-02-17T20:00:56,"23,74","3,91",-,"28,37","29,43"
1150,2021-02-17T21:00:56,"42,16","3,93",-,"23,00","23,89"
1151,2021-02-17T22:00:56,"25,79","7,37",-,"18,47","19,12"
1152,2021-02-17T23:00:56,"37,43","10,25",-,"26,19","26,90"
1153,2021-02-18T00:00:56,"29,40","10,81",-,"34,60","35,83"
1154,2021-02-18T01:00:56,"41,55","10,28",-,"24,93","26,45"
1155,2021-02-18T02:00:56,"32,44","19,37",-,"59,67","64,18"
1156,2021-02-18T03:00:56,"114,21","22,98",-,"49,79","51,71"
1157,2021-02-18T04:00:56,"72,12","14,57",-,"41,96","43,13"
1158,2021-02-18T05:00:56,"91,03","15,25",-,"56,80","60,79"
1159,2021-02-18T06:00:56,"152,22","16,38",-,"82,32","98,53"
1160,2021-02-18T07:00:56,"174,12","21,52",-,"78,05","126,64"
1161,2021-02-18T08:00:56,"244,78","19,26",-,"99,25","132,65"
1162,2021-02-18T09:00:56,"153,36","21,08",-,"109,35","182,75"
1163,2021-02-18T10:00:56,"287,61","24,27",-,"91,56","124,52"
1164,2021-02-18T11:00:56,"218,48","22,96",-,"73,40","90,67"
1165,2021-02-18T12:00:56,"191,10","20,03",-,"39,94","44,24"
1166,2021-02-18T13:00:56,"74,33","14,37",-,"26,45","28,50"
1167,2021-02-18T14:00:56,"42,23","13,00",-,"27,05","29,27"
1168,2021-02-18T15:00:56,"44,82","13,27",-,"28,81","30,99"
1169,2021-02-18T16:00:56,"46,91","14,43",-,"28,29","30,32"
1170,2021-02-18T17:00:56,"45,09","12,99",-,"41,68","44,95"
1171,2021-02-18T18:00:56,"53,60","16,05",-,"64,08","70,44"
1172,2021-02-18T19:00:56,"65,47","18,08",-,"56,83","60,05"
1173,2021-02-18T20:00:56,"67,91","43,16",-,"52,30","55,43"
1174,2021-02-18T21:00:56,"81,38","27,35",-,"37,99","39,04"
1175,2021-02-18T22:00:56,"67,66","21,74",-,"33,18","34,01"
1176,2021-02-18T23:00:56,"63,18","17,20",-,"44,99","46,57"
1177,2021-02-19T00:00:56,"70,65","15,46",-,"38,27","39,34"
1178,2021-02-19T01:00:56,"63,28","16,50",-,"33,87","34,54"
1179,2021-02-19T02:00:56,"72,56","17,56",-,"38,54","39,32"
1180,2021-02-19T03:00:56,"94,99","15,16",-,"29,67","30,49"
1181,2021-02-19T04:00:56,"86,44","11,42",-,"22,73","23,40"
1182,2021-02-19T05:00:56,"59,23","9,38",-,"18,80","19,68"
1183,2021-02-19T06:00:56,"56,09","16,98",-,"29,97","30,81"
1184,2021-02-19T07:00:56,"87,55","19,93",-,"46,51","49,54"
1185,2021-02-19T08:00:56,"85,18","17,20",-,"68,69","78,37"
1186,2021-02-19T09:00:56,"101,25","19,48",-,"78,08","108,40"
1187,2021-02-19T10:00:56,"140,24","25,40",-,"108,19","154,30"
1188,2021-02-19T11:00:56,"342,75","30,70",-,"79,92","103,21"
1189,2021-02-19T12:00:56,"189,49","20,30",-,"26,96","28,30"
1190,2021-02-19T13:00:56,"30,96","13,93",-,"18,20","19,41"
1191,2021-02-19T14:00:56,"20,18","10,66",-,"18,85","20,53"
1192,2021-02-19T15:00:56,"15,22","9,54",-,"13,63","14,91"
1193,2021-02-19T16:00:56,"14,04","6,62",-,"19,38","20,53"
1194,2021-02-19T17:00:56,"25,47","9,06",-,"18,18","19,23"
1195,2021-02-19T18:00:56,"17,40","10,72",-,"30,39","31,87"
1196,2021-02-19T19:00:56,"31,34","12,68",-,"54,97","57,68"
1197,2021-02-19T20:00:56,"48,25","14,07",-,"40,37","42,20"
1198,2021-02-19T21:00:56,"40,40","13,34",-,"38,46","39,94"
1199,2021-02-19T22:00:56,"43,82","13,64",-,"31,73","33,02"
1200,2021-02-19T23:00:56,"43,04","14,21",-,"37,61","39,11"
1201,2021-02-20T00:00:56,"45,87","12,90",-,"27,49","28,39"
1202,2021-02-20T01:00:56,"38,28","12,74",-,"28,51","29,42"
1203,2021-02-20T02:00:56,"32,26","11,29",-,"30,11","31,36"
1204,2021-02-20T03:00:56,"35,82","8,72",-,"33,86","34,79"
1205,2021-02-20T04:00:56,"31,22","9,88",-,"49,53","51,45"
1206,2021-02-20T05:00:56,"31,96","9,60",-,"41,74","43,54"
1207,2021-02-20T06:00:56,"32,96","7,65",-,"29,72","30,91"
1208,2021-02-20T07:00:56,"29,18","9,44",-,"63,42","79,09"
1209,2021-02-20T08:00:56,"56,72","10,17",-,"75,09","88,57"
1210,2021-02-20T09:00:56,"61,82","9,83",-,"32,54","35,00"
1211,2021-02-20T10:00:56,"31,41","6,22",-,"28,03","31,02"
1212,2021-02-20T11:00:56,"46,25","9,34",-,"23,75","25,88"
1213,2021-02-20T12:00:56,"50,82","11,87",-,"26,69","29,13"
1214,2021-02-20T13:00:56,"68,21","12,79",-,"25,94","28,04"
1215,2021-02-20T14:00:56,"69,00","10,62",-,"22,26","23,95"
1216,2021-02-20T15:00:56,"58,48","9,61",-,"20,37","21,63"
1217,2021-02-20T16:00:56,"47,48","7,14",-,"19,62","20,85"
1218,2021-02-20T17:00:56,"54,65","10,21",-,"24,66","26,14"
1219,2021-02-20T18:00:56,"52,13","8,00",-,"31,37","32,67"
1220,2021-02-20T19:00:56,"54,87","9,90",-,"39,41","40,40"
1221,2021-02-20T20:00:56,"68,38","12,62",-,"37,99","39,17"
1222,2021-02-20T21:00:56,"64,22","11,37",-,"44,11","46,22"
1223,2021-02-20T22:00:56,"82,16","16,77",-,"52,75","54,55"
1224,2021-02-20T23:00:56,"90,65","23,28",-,"44,67","46,14"
1225,2021-02-21T00:00:56,"91,00","25,90",-,"37,05","38,38"
1226,2021-02-21T01:00:56,"78,45","22,79",-,"28,70","29,69"
1227,2021-02-21T02:00:56,"54,10","20,44",-,"27,33","27,98"
1228,2021-02-21T03:00:56,"60,65","19,63",-,"32,38","34,12"
1229,2021-02-21T04:00:56,"87,77","21,24",-,"54,00","59,85"
1230,2021-02-21T05:00:56,"112,90","21,40",-,"39,93","41,27"
1231,2021-02-21T06:00:56,"93,93","17,64",-,"36,83","38,25"
1232,2021-02-21T07:00:56,"86,31","15,33",-,"38,08","39,65"
1233,2021-02-21T08:00:56,"78,35","16,26",-,"36,80","40,93"
1234,2021-02-21T09:00:56,"72,26","14,14",-,"18,44","19,92"
1235,2021-02-21T10:00:56,"54,79","14,92",-,"14,13","15,09"
1236,2021-02-21T11:00:56,"40,62","15,08",-,"27,44","30,06"
1237,2021-02-21T12:00:56,"54,34","15,25",-,"32,91","35,94"
1238,2021-02-21T13:00:56,"61,69","16,07",-,"23,67","25,52"
1239,2021-02-21T14:00:56,"61,04","16,04",-,"21,48","23,18"
1240,2021-02-21T15:00:56,"44,75","13,20",-,"18,43","19,62"
1241,2021-02-21T16:00:56,"37,31","11,31",-,"16,48","17,41"
1242,2021-02-21T17:00:56,"31,26","12,92",-,"14,75","15,62"
1243,2021-02-21T18:00:56,"31,00","12,29",-,"20,25","21,18"
1244,2021-02-21T19:00:56,"42,47","14,91",-,"37,99","39,10"
1245,2021-02-21T20:00:56,"55,43","15,78",-,"45,15","46,30"
1246,2021-02-21T21:00:56,"55,04","19,59",-,"42,69","43,75"
1247,2021-02-21T22:00:56,"60,74","20,39",-,"70,49","76,21"
1248,2021-02-21T23:00:56,"116,44","15,61",-,"91,85","109,74"
1249,2021-02-22T00:00:56,"114,22","16,01",-,"116,79","124,89"
1250,2021-02-22T01:00:56,"119,79","17,05",-,"89,79","105,07"
1251,2021-02-22T02:00:56,"104,71","12,67",-,"65,19","96,34"
1252,2021-02-22T03:00:56,"108,78","8,76",-,"47,98","53,10"
1253,2021-02-22T04:00:56,"76,50","5,16",-,"36,65","37,76"
1254,2021-02-22T05:00:56,"68,31","4,51",-,"39,82","41,22"
1255,2021-02-22T06:00:56,"107,19","6,14",-,"51,40","57,79"
1256,2021-02-22T07:00:56,"102,31","4,80",-,"60,93","83,55"
1257,2021-02-22T08:00:56,"121,12","7,16",-,"85,28","149,77"
1258,2021-02-22T09:00:56,"151,63","16,84",-,"133,63","279,59"
1259,2021-02-22T10:00:56,"346,10","26,94",-,"150,30","239,57"
1260,2021-02-22T11:00:56,"402,80","20,74",-,"105,57","124,57"
1261,2021-02-22T12:00:56,"197,56","12,43",-,"59,35","65,14"
1262,2021-02-22T13:00:56,"84,76","6,28",-,"39,95","43,12"
1263,2021-02-22T14:00:56,"44,63","6,00",-,"40,19","43,61"
1264,2021-02-22T15:00:56,"65,94","5,25",-,"38,47","40,43"
1265,2021-02-22T16:00:56,"80,38","4,18",-,"32,51","34,09"
1266,2021-02-22T17:00:56,"51,37","4,62",-,"31,09","32,78"
1267,2021-02-22T18:00:56,"45,22","3,79",-,"47,19","48,52"
1268,2021-02-22T19:00:56,"67,94","10,55",-,"96,67","108,74"
1269,2021-02-22T20:00:56,"98,63","20,60",-,"104,56","159,93"
1270,2021-02-22T21:00:56,"154,49","27,15",-,"118,54","189,99"
1271,2021-02-22T22:00:56,"174,21","26,28",-,"112,84","194,48"
1272,2021-02-22T23:00:56,"184,56","31,03",-,"91,74","168,17"
1273,2021-02-23T00:00:56,"222,28","38,10",-,"110,01","147,36"
1274,2021-02-23T01:00:56,"157,38","32,07",-,"115,92","173,87"
1275,2021-02-23T02:00:56,"185,59","29,25",-,"99,30","161,11"
1276,2021-02-23T03:00:56,"188,91","22,18",-,"73,04","98,55"
1277,2021-02-23T04:00:56,"100,10","15,71",-,"65,45","82,69"
1278,2021-02-23T05:00:56,"83,57","15,50",-,"74,24","111,08"
1279,2021-02-23T06:00:56,"115,50","16,54",-,"87,82","152,37"
1280,2021-02-23T07:00:56,"165,75","18,74",-,"101,52","184,30"
1281,2021-02-23T08:00:56,"228,22","23,72",-,"104,64","232,89"
1282,2021-02-23T09:00:56,"210,93","42,49",-,"146,08","307,68"
1283,2021-02-23T10:00:56,"440,38","49,44",-,"121,55","172,14"
1284,2021-02-23T11:00:56,"266,51","36,25",-,"89,77","106,14"
1285,2021-02-23T12:00:56,"171,01","17,41",-,"44,32","47,36"
1286,2021-02-23T13:00:56,"70,45","10,48",-,"27,30","28,61"
1287,2021-02-23T14:00:56,"33,50","8,54",-,"21,64","22,85"
1288,2021-02-23T15:00:56,"26,26","9,39",-,"19,74","20,64"
1289,2021-02-23T16:00:56,"26,96","5,87",-,"21,25","22,27"
1290,2021-02-23T17:00:56,"36,56","5,59",-,"27,48","28,61"
1291,2021-02-23T18:00:56,"33,18","7,59",-,"61,75","65,24"
1292,2021-02-23T19:00:56,"49,25","12,95",-,"95,10","149,55"
1293,2021-02-23T20:00:56,"188,61","21,14",-,"147,75","176,32"
1294,2021-02-23T21:00:56,"192,13","21,83",-,"127,25","206,98"
1295,2021-02-23T22:00:56,"277,08","27,44",-,"97,30","178,11"
1296,2021-02-23T23:00:56,"249,45","32,07",-,"87,09","127,74"
1297,2021-02-24T00:00:56,"134,33","37,71",-,"77,72","183,05"
1298,2021-02-24T01:00:56,"211,07","30,42",-,"77,37","115,03"
1299,2021-02-24T02:00:56,"109,80","21,74",-,"60,50","71,34"
1300,2021-02-24T03:00:56,"61,98","15,70",-,"53,25","80,57"
1301,2021-02-24T04:00:56,"63,82","19,75",-,"100,53","236,78"
1302,2021-02-24T05:00:56,"237,02","23,51",-,"87,27","222,02"
1303,2021-02-24T06:00:56,"197,20","22,73",-,"109,91","197,60"
1304,2021-02-24T07:00:56,"185,44","24,25",-,"110,46","276,30"
1305,2021-02-24T08:00:56,"154,41","31,55",-,"138,55","363,62"
1306,2021-02-24T09:00:56,"166,38","34,10",-,"110,90","213,12"
1307,2021-02-24T10:00:56,"271,20","39,49",-,"110,98","163,37"
1308,2021-02-24T11:00:56,"288,43","25,89",-,"79,79","88,84"
1309,2021-02-24T12:00:56,"135,09","11,43",-,"59,60","64,77"
1310,2021-02-24T13:00:56,"84,98","6,55",-,"32,03","32,84"
1311,2021-02-24T14:00:56,"30,42","7,03",-,"23,48","24,51"
1312,2021-02-24T15:00:56,"32,78","4,56",-,"20,44","21,69"
1313,2021-02-24T16:00:56,"29,18","4,56",-,"17,86","18,82"
1314,2021-02-24T17:00:56,"35,69","4,10",-,"23,70","25,35"
1315,2021-02-24T18:00:56,"36,96","3,24",-,"55,84","60,98"
1316,2021-02-24T19:00:56,"104,87","8,48",-,"142,25","161,83"
1317,2021-02-24T20:00:56,"189,25","16,70",-,"128,95","212,76"
1318,2021-02-24T21:00:56,"211,16","30,52",-,"119,01","225,83"
1319,2021-02-24T22:00:56,"195,75","29,92",-,"90,60","115,35"
1320,2021-02-24T23:00:56,"114,70","25,28",-,"119,75","145,44"
1321,2021-02-25T00:00:56,"162,58","24,04",-,"128,09","182,39"
1322,2021-02-25T01:00:56,"177,55","26,17",-,"91,95","131,16"
1323,2021-02-25T02:00:56,"156,01","13,87",-,"75,76","85,39"
1324,2021-02-25T03:00:56,"98,60","12,56",-,"46,48","48,17"
1325,2021-02-25T04:00:56,"58,72","11,97",-,"47,73","49,30"
1326,2021-02-25T05:00:56,"53,18","9,04",-,"43,99","45,28"
1327,2021-02-25T06:00:56,"49,18","9,41",-,"58,22","61,02"
1328,2021-02-25T07:00:56,"50,91","5,58",-,"42,24","43,28"
1329,2021-02-25T08:00:56,"42,40","6,88",-,"40,03","41,62"
1330,2021-02-25T09:00:56,"40,09","4,80",-,"21,25","22,48"
1331,2021-02-25T10:00:56,"40,00","4,94",-,"17,10","18,56"
1332,2021-02-25T11:00:56,"33,31","3,11",-,"14,70","15,75"
1333,2021-02-25T12:00:56,"25,35","2,93",-,"14,88","16,34"
1334,2021-02-25T13:00:56,"38,38","1,50",-,"14,11","15,10"
1335,2021-02-25T14:00:56,"34,22","2,23",-,"15,47","16,89"
1336,2021-02-25T15:00:56,"29,22","0,71",-,"15,12","16,53"
1337,2021-02-25T16:00:56,"30,91","0,55",-,"16,52","17,56"
1338,2021-02-25T17:00:56,"30,04","-0,89",-,"17,11","17,87"
1339,2021-02-25T18:00:56,"26,18","0,53",-,"26,59","27,61"
1340,2021-02-25T19:00:56,"36,52","1,76",-,"29,73","30,81"
1341,2021-02-25T20:00:56,"35,09","3,95",-,"35,55","37,12"
1342,2021-02-25T21:00:56,"30,22","0,31",-,"23,59","24,58"
1343,2021-02-25T22:00:56,"26,18","4,51",-,"21,44","22,16"
1344,2021-02-25T23:00:56,"30,78","8,86",-,"24,66","25,45"
1345,2021-02-26T00:00:56,"30,04","10,95",-,"25,47","26,46"
1346,2021-02-26T01:00:56,"34,83","8,27",-,"20,87","21,76"
1347,2021-02-26T02:00:56,"32,13","9,78",-,"22,84","24,23"
1348,2021-02-26T03:00:56,"36,78","11,13",-,"31,55","33,12"
1349,2021-02-26T04:00:56,"37,96","12,56",-,"37,38","38,84"
1350,2021-02-26T05:00:56,"38,96","14,06",-,"44,98","47,84"
1351,2021-02-26T06:00:56,"37,09","12,62",-,"46,75","54,07"
1352,2021-02-26T07:00:56,"37,00","14,55",-,"80,92","126,10"
1353,2021-02-26T08:00:56,"67,59","15,76",-,"76,46","115,76"
1354,2021-02-26T09:00:56,"61,35","15,04",-,"92,87","134,58"
1355,2021-02-26T10:00:56,"210,13","14,14",-,"47,80","55,75"
1356,2021-02-26T11:00:56,"64,05","8,26",-,"22,33","23,80"
1357,2021-02-26T12:00:56,"30,23","7,94",-,"16,96","18,19"
1358,2021-02-26T13:00:56,"23,26","6,45",-,"11,78","12,58"
1359,2021-02-26T14:00:56,"23,00","5,51",-,"13,28","13,88"
1360,2021-02-26T15:00:56,"26,82","3,78",-,"15,44","16,44"
1361,2021-02-26T16:00:56,"32,74","4,37",-,"15,61","16,38"
1362,2021-02-26T17:00:56,"18,66","4,37",-,"18,61","19,67"
1363,2021-02-26T18:00:56,"29,47","4,25",-,"36,42","37,98"
1364,2021-02-26T19:00:56,"41,47","7,98",-,"76,50","83,52"
1365,2021-02-26T20:00:56,"81,19","10,85",-,"77,55","94,81"
1366,2021-02-26T21:00:56,"73,44","14,50",-,"73,88","99,26"
1367,2021-02-26T22:00:56,"109,33","19,42",-,"78,53","100,85"
1368,2021-02-26T23:00:56,"102,40","17,05",-,"79,61","104,16"
1369,2021-02-27T00:00:56,"120,15","23,24",-,"72,72","113,86"
1370,2021-02-27T01:00:56,"109,41","21,61",-,"71,87","84,41"
1371,2021-02-27T02:00:56,"79,37","16,27",-,"64,70","76,67"
1372,2021-02-27T03:00:56,"83,74","15,68",-,"58,40","64,08"
1373,2021-02-27T04:00:56,"57,23","14,85",-,"52,17","58,27"
1374,2021-02-27T05:00:56,"45,48","13,67",-,"56,00","66,76"
1375,2021-02-27T06:00:56,"39,26","12,71",-,"51,69","62,39"
1376,2021-02-27T07:00:56,"41,87","13,68",-,"72,12","130,44"
1377,2021-02-27T08:00:56,"124,21","18,89",-,"85,57","213,33"
1378,2021-02-27T09:00:56,"258,96","20,56",-,"133,06","219,59"
1379,2021-02-27T10:00:56,"322,36","20,96",-,"117,03","152,24"
1380,2021-02-27T11:00:56,"251,39","12,32",-,"50,49","53,49"
1381,2021-02-27T12:00:56,"74,98","7,46",-,"32,76","34,39"
1382,2021-02-27T13:00:56,"49,79","7,38",-,"28,31","29,82"
1383,2021-02-27T14:00:56,"59,52","6,49",-,"27,96","29,28"
1384,2021-02-27T15:00:56,"63,82","4,88",-,"29,69","30,87"
1385,2021-02-27T16:00:56,"76,43","3,76",-,"28,47","29,79"
1386,2021-02-27T17:00:56,"65,53","2,82",-,"25,31","25,99"
1387,2021-02-27T18:00:56,"64,04","4,09",-,"45,99","50,12"
1388,2021-02-27T19:00:56,"88,85","5,24",-,"92,61","114,45"
1389,2021-02-27T20:00:56,"172,21","13,52",-,"77,12","84,83"
1390,2021-02-27T21:00:56,"141,59","16,49",-,"54,88","59,20"
1391,2021-02-27T22:00:56,"88,38","17,06",-,"56,35","61,42"
1392,2021-02-27T23:00:56,"90,78","20,35",-,"75,39","89,93"
1393,2021-02-28T00:00:56,"167,41","24,14",-,"60,71","66,18"
1394,2021-02-28T01:00:56,"122,72","21,65",-,"69,15","83,12"
1395,2021-02-28T02:00:56,"128,65","22,24",-,"68,41","83,38"
1396,2021-02-28T03:00:56,"104,15","19,50",-,"86,41","113,45"
1397,2021-02-28T04:00:56,"150,80","19,40",-,"77,34","117,50"
1398,2021-02-28T05:00:56,"162,56","15,90",-,"91,92","134,83"
1399,2021-02-28T06:00:56,"135,28","18,05",-,"77,50","144,16"
1400,2021-02-28T07:00:56,"149,29","21,36",-,"80,10","143,35"
1401,2021-02-28T08:00:56,"186,33","21,71",-,"77,06","121,42"
1402,2021-02-28T09:00:56,"112,48","14,79",-,"63,08","75,50"
1403,2021-02-28T10:00:56,"87,01","11,85",-,"42,98","47,46"
1404,2021-02-28T11:00:56,"80,26","8,42",-,"35,59","38,05"
1405,2021-02-28T12:00:56,"77,13","6,89",-,"25,95","27,21"
1406,2021-02-28T13:00:56,"58,84","6,44",-,"19,36","20,57"
1407,2021-02-28T14:00:56,"71,38","4,20",-,"15,05","15,68"
1408,2021-02-28T15:00:56,"57,66","4,04",-,"15,16","16,18"
1409,2021-02-28T16:00:56,"66,56","2,41",-,"14,18","14,68"
1410,2021-02-28T17:00:56,"64,13","5,31",-,"13,47","14,40"
1411,2021-02-28T18:00:56,"68,78","4,26",-,"13,16","14,10"
1412,2021-02-28T19:00:56,"64,22","4,47",-,"14,22","15,02"
1413,2021-02-28T20:00:56,"41,06","3,77",-,"11,03","11,72"
1414,2021-02-28T21:00:56,"40,96","5,29",-,"10,02","10,74"
1415,2021-02-28T22:00:56,"29,53","4,04",-,"10,20","11,11"
1416,2021-02-28T23:00:56,"16,57","8,57",-,"9,90","10,72"
1417,2021-01-03T00:00:56,"18,87","14,29",-,"9,59","10,22"
1418,2021-01-03T01:00:56,"13,21","14,00",-,"9,55","10,30"
1419,2021-01-03T02:00:56,"11,09","15,40",-,"10,27","10,91"
1420,2021-01-03T03:00:56,"8,13","15,50",-,"9,49","10,06"
1421,2021-01-03T04:00:56,"8,00","14,57",-,"9,20","10,04"
1422,2021-01-03T05:00:56,"7,04","13,11",-,"9,32","10,06"
1423,2021-01-03T06:00:56,"5,09","14,36",-,"10,70","11,48"
1424,2021-01-03T07:00:56,"4,04","13,83",-,"23,73","25,62"
1425,2021-01-03T08:00:56,"6,87","14,11",-,"22,27","23,60"
1426,2021-01-03T09:00:56,"15,60","13,89",-,"14,44","15,77"
1427,2021-01-03T10:00:56,"16,00","12,85",-,"13,87","15,58"
1428,2021-01-03T11:00:56,"18,87","15,14",-,"14,06","15,49"
1429,2021-01-03T12:00:56,"15,18","12,94",-,"10,82","11,84"
1430,2021-01-03T13:00:56,"14,04","11,21",-,"10,79","11,74"
1431,2021-01-03T14:00:56,"12,09","12,49",-,"10,92","12,08"
1432,2021-01-03T15:00:56,"12,00","11,60",-,"12,16","13,23"
1433,2021-01-03T16:00:56,"14,87","12,16",-,"14,08","15,44"
1434,2021-01-03T17:00:56,"18,82","11,79",-,"17,33","18,67"
1435,2021-01-03T18:00:56,"24,74","13,82",-,"26,64","27,83"
1436,2021-01-03T19:00:56,"32,65","12,42",-,"48,55","50,30"
1437,2021-01-03T20:00:56,"36,82","16,10",-,"49,51","51,43"
1438,2021-01-03T21:00:56,"35,09","16,63",-,"47,43","49,74"
1439,2021-01-03T22:00:56,"25,44","13,76",-,"38,87","40,54"
1440,2021-01-03T23:00:56,"23,09","7,45",-,"23,44","24,13"
1441,2021-02-03T00:00:56,"14,40","7,69",-,"19,04","19,68"
1442,2021-02-03T01:00:56,"15,93","9,05",-,"22,93","23,74"
1443,2021-02-03T02:00:56,"11,22","8,99",-,"23,10","23,95"
1444,2021-02-03T03:00:56,"9,09","10,03",-,"20,81","21,74"
1445,2021-02-03T04:00:56,"9,00","9,78",-,"26,64","27,77"
1446,2021-02-03T05:00:56,"11,87","11,76",-,"45,01","47,30"
1447,2021-02-03T06:00:56,"22,48","12,11",-,"41,57","44,00"
1448,2021-02-03T07:00:56,"17,28","12,66",-,"59,43","75,12"
1449,2021-02-03T08:00:56,"41,77","12,98",-,"77,79","92,34"
1450,2021-02-03T09:00:56,"46,81","10,64",-,"30,40","33,55"
1451,2021-02-03T10:00:56,"19,38","7,91",-,"15,27","16,66"
1452,2021-02-03T11:00:56,"10,38","6,80",-,"13,34","14,54"
1453,2021-02-03T12:00:56,"20,48","6,65",-,"16,66","18,53"
1454,2021-02-03T13:00:56,"25,76","6,16",-,"13,93","15,12"
1455,2021-02-03T14:00:56,"18,38","6,86",-,"13,64","15,07"
1456,2021-02-03T15:00:56,"29,43","4,49",-,"14,28","15,37"
1457,2021-02-03T16:00:56,"21,43","6,31",-,"19,44","20,92"
1458,2021-02-03T17:00:56,"38,15","5,91",-,"33,78","36,86"
1459,2021-02-03T18:00:56,"48,53","8,39",-,"37,07","40,27"
1460,2021-02-03T19:00:56,"43,28","8,46",-,"34,20","36,53"
1461,2021-02-03T20:00:56,"35,38","9,77",-,"42,57","45,13"
1462,2021-02-03T21:00:56,"45,48","8,86",-,"27,88","28,92"
1463,2021-02-03T22:00:56,"23,14","7,11",-,"21,06","22,92"
1464,2021-02-03T23:00:56,"20,09","8,61",-,"41,22","49,04"
1465,2021-03-03T00:00:56,"25,72","9,78",-,"22,70","23,78"
1466,2021-03-03T01:00:56,"13,45","8,39",-,"14,80","15,91"
1467,2021-03-03T02:00:56,"12,05","8,69",-,"12,27","13,14"
1468,2021-03-03T03:00:56,"11,05","6,96",-,"10,41","11,52"
1469,2021-03-03T04:00:56,"9,09","6,32",-,"9,87","10,48"
1470,2021-03-03T05:00:56,"17,57","8,13",-,"11,07","11,95"
1471,2021-03-03T06:00:56,"11,33","7,83",-,"13,07","14,09"
1472,2021-03-03T07:00:56,"11,00","8,66",-,"18,81","19,93"
1473,2021-03-03T08:00:56,"16,72","9,55",-,"25,46","26,73"
1474,2021-03-03T09:00:56,"17,95","7,76",-,"30,55","32,45"
1475,2021-03-03T10:00:56,"32,29","9,22",-,"30,85","32,65"
1476,2021-03-03T11:00:56,"30,14","10,24",-,"26,25","28,43"
1477,2021-03-03T12:00:56,"28,09","8,73",-,"26,07","28,03"
1478,2021-03-03T13:00:56,"25,14","8,39",-,"24,32","26,52"
1479,2021-03-03T14:00:56,"31,67","8,83",-,"16,03","17,01"
1480,2021-03-03T15:00:56,"18,66","6,51",-,"14,64","15,84"
1481,2021-03-03T16:00:56,"21,81","6,55",-,"17,39","18,76"
1482,2021-03-03T17:00:56,"26,76","5,70",-,"26,47","28,11"
1483,2021-03-03T18:00:56,"41,29","6,73",-,"32,85","34,60"
1484,2021-03-03T19:00:56,"37,24","6,25",-,"34,12","35,77"
1485,2021-03-03T20:00:56,"35,09","7,80",-,"24,73","25,94"
1486,2021-03-03T21:00:56,"35,00","6,56",-,"21,44","22,68"
1487,2021-03-03T22:00:56,"21,66","6,77",-,"19,33","20,19"
1488,2021-03-03T23:00:56,"27,67","6,67",-,"15,64","16,35"
1489,2021-04-03T00:00:56,"17,52","4,15",-,"14,00","14,56"
1490,2021-04-03T01:00:56,"17,97","5,40",-,"14,07","14,77"
1491,2021-04-03T02:00:56,"15,14","5,50",-,"14,72","15,52"
